2019-05-24 11:30:30,190 INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@6a200768: startup date [Fri May 24 11:30:30 IST 2019]; root of context hierarchy
2019-05-24 11:30:31,602 INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2019-05-24 11:30:31,852 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 5.2.2.Final
2019-05-24 11:30:32,516 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'configurationPropertiesRebinderAutoConfiguration' of type [class org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$ab7bc199] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-05-24 11:30:33,372 INFO  o.s.c.c.c.ConfigServicePropertySourceLocator - Fetching config from server at: http://localhost:8888
2019-05-24 11:30:35,700 WARN  o.s.c.c.c.ConfigServicePropertySourceLocator - Could not locate PropertySource: I/O error on GET request for "http://localhost:8888/application/default": Connection refused: connect; nested exception is java.net.ConnectException: Connection refused: connect
2019-05-24 11:30:35,702 INFO  com.capitalone.dashboard.Application - No profiles are active
2019-05-24 11:30:36,156 INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@2d0d0d75: startup date [Fri May 24 11:30:36 IST 2019]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@6a200768
2019-05-24 11:30:40,847 INFO  o.s.b.f.s.DefaultListableBeanFactory - Overriding bean definition for bean 'ssoAuthenticationFilter' with a different definition: replacing [Generic bean: class [com.capitalone.dashboard.auth.sso.SsoAuthenticationFilter]; scope=singleton; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in URL [jar:file:/C:/SW/Hygieia/api/api.jar!/com/capitalone/dashboard/auth/sso/SsoAuthenticationFilter.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=webSecurityConfig; factoryMethodName=ssoAuthenticationFilter; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [com/capitalone/dashboard/config/WebSecurityConfig.class]]
2019-05-24 11:30:43,937 INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=b5b5a668-5886-388f-b27a-3e2b7873af68
2019-05-24 11:30:43,946 INFO  c.u.j.EnableEncryptablePropertySourcesPostProcessor - Post-processing PropertySource instances
